branch,u,C,B,T,stable
0,0.0,0.0711937970630934,0.06474117355772958,0.02157152445297461,true
0,0.004755281087529189,0.07120884287867954,0.06472291282069563,0.021572767860013168,true
0,0.011822811629177497,0.07123149473942995,0.06469544866548844,0.021574629209830793,true
0,0.01889024003357994,0.07125449993422009,0.06466759031199927,0.021576506541511824,true
0,0.025957562531678646,0.07127786691521068,0.06463932905699248,0.02157839996018943,true
0,0.03302477518369703,0.07130160440926422,0.06461065593472123,0.021580309566651645,true
0,0.040091873869913135,0.07132572142927969,0.06458156170680489,0.021582235456891898,true
0,0.04715885428085051,0.07135022728609519,0.06455203685162787,0.021584177721625835,true
0,0.05422571190684441,0.0713751316009923,0.06452207155323454,0.02158613644577173,true
0,0.06129244202693764,0.07140044431883823,0.06449165568969062,0.02158811170789182,true
0,0.06835903969705655,0.07142617572190338,0.06446077882088119,0.021590103579591468,true
0,0.07542549973741357,0.07145233644439604,0.06442943017571329,0.021592112124873136,true
0,0.0824918167190782,0.07147893748775733,0.06439759863868776,0.02159413739944143,true
0,0.0895579849496533,0.07150599023676353,0.06436527273580434,0.0215961794499557,true
0,0.0966239984579883,0.07153350647648588,0.06433244061976034,0.02159823831322596,true
0,0.1036898509778548,0.07156149841016154,0.06429909005440089,0.02160031401534768,true
0,0.11075553593050358,0.07158997867803345,0.06426520839837609,0.021602406570770796,true
0,0.11782104640601508,0.07161896037722054,0.06423078258795713,0.021604515981297673,true
0,0.12488637514334726,0.07164845708268505,0.06419579911895987,0.021606642235004296,true
0,0.13195151450897621,0.07167848286936762,0.06416024402772103,0.021608785305078697,true
0,0.13901645647401553,0.07170905233556715,0.0641241028710685,0.02161094514856991,true
0,0.14608119258968966,0.07174018062764721,0.06408736070522228,0.021613121705040227,true
0,0.15314571396102528,0.07177188346615797,0.06405000206355878,0.021615314895112873,true
0,0.1602100112186116,0.07180417717346825,0.06401201093316577,0.02161752461890655,true
0,0.1672740744882666,0.07183707870301087,0.06397337073011057,0.021619750754347643,true
0,0.1743378933584308,0.0718706056702515,0.06393406427333731,0.02162199315534972,true
0,0.1814014568450924,0.07190477638550026,0.06389407375710376,0.0216242516498495,true
0,0.188464753354029,0.07193960988869487,0.06385338072186147,0.021626526037687086,true
0,0.19552777064012977,0.07197512598629432,0.06381196602347411,0.02162881608831729,true
0,0.20259049576353838,0.07201134529043265,0.06376980980066367,0.02163112153833776,true
0,0.20965291504233066,0.07204828926049608,0.06372689144056265,0.02163344208881815,true
0,0.2167150140014123,0.07208598024729858,0.06368318954224254,0.021635777402413008,true
0,0.2237767773172893,0.07212444154004566,0.0636386818780793,0.021638127100239903,true
0,0.23083818875832735,0.07216369741629361,0.06359334535280267,0.021640490758501753,true
0,0.23789923112007708,0.07220377319512614,0.06354715596006788,0.02164286790483114,true
0,0.24495988615519584,0.07224469529379213,0.06350008873637178,0.021645258014331675,true
0,0.25202013449744726,0.07228649128806668,0.06345211771212252,0.021647660505289316,true
0,0.25907995557920316,0.07232918997662167,0.06340321585965702,0.021650074734523607,true
0,0.266139327541809,0.07237282144971674,0.06335335503798141,0.02165249999234641,true
0,0.27319822713810354,0.07241741716254911,0.06330250593399253,0.021654935497091576,true
0,0.2802566296263032,0.07246301001362873,0.0632506379999182,0.021657380389176306,true
0,0.2873145086543725,0.07250963442858331,0.06319771938669008,0.021659833724649923,true
0,0.2943718361339012,0.07255732644982579,0.06314371687294193,0.021662294468182467,true
0,0.30142858210239304,0.07260612383256584,0.0630885957892949,0.021664761485439114,true
0,0.308484714572746,0.0726560661476828,0.06303231993756775,0.021667233534782317,true
0,0.31554019936855565,0.07270719489202986,0.06297485150451379,0.021669709258236355,true
0,0.3225949999437088,0.07275955360679388,0.06291615096965354,0.0216721871716422,true
0,0.3296490771845527,0.07281318800458468,0.06285617700673579,0.02167466565392395,true
0,0.336702389192706,0.07286814610600643,0.06279488637831322,0.02167714293537756,true
0,0.34375489104634627,0.07292447838651915,0.0627322338228805,0.021679617084885125,true
0,0.35080653453752886,0.07298223793448749,0.06266817193396633,0.021682085995945795,true
0,0.3578572678827844,0.07304148062139608,0.06260265103052108,0.021684547371402494,true
0,0.3649070354038878,0.07310226528530252,0.06253561901788116,0.02168699870673156,true
0,0.3719557771752838,0.07316465392871183,0.06246702123852578,0.021689437271744966,true
0,0.3790034286341954,0.07322871193216111,0.06239680031177296,0.021691860090540274,true
0,0.38604992014890893,0.07329450828493905,0.062324895961483925,0.021694263919512947,true
0,0.3930951765401218,0.07336211583450142,0.062251244830760104,0.02169664522322471,true
0,0.40013911654954776,0.07343161155629462,0.062175780282531255,0.02169900014789816,true
0,0.4071816522491685,0.07350307684587312,0.062098432184829765,0.021701324492280627,true
0,0.41422268838360354,0.07357659783538435,0.06201912667944195,0.02170361367558927,true
0,0.4212621216370145,0.07365226573668812,0.06193778593251791,0.021705862702217072,true
0,0.4282998398147366,0.0737301772136131,0.06185432786559371,0.021708066122839532,true
0,0.43533572092842804,0.0738104347860857,0.06176866586535586,0.021710217991519915,true
0,0.44236963217189784,0.0738931472691432,0.061680708470335965,0.021712311818360894,true
0,0.4494014287729154,0.07397843025010889,0.06159035903259246,0.02171434051719908,true
0,0.4564309527041187,0.07406640660754021,0.061497515352275364,0.021716296347774094,true
0,0.4634580312336529,0.07415720707587202,0.06140206928283468,0.021718170851737845,true
0,0.47048247529327464,0.07425097086002852,0.06130390630448367,0.02171995478179257,true
0,0.477504077638302,0.07434784630466099,0.06120290506338262,0.0217216380231578,true
0,0.4845226107699502,0.07444799162301467,0.06109893687389996,0.02172320950647533,true
0,0.49153782458610595,0.07455157569084625,0.06099186518119209,0.02172465711114825,true
0,0.498549443721464,0.07465877891116485,0.06088154498128873,0.02172596755799763,true
0,0.5055571645320284,0.07476979415592623,0.060767822195871284,0.021727126289985597,true
