branch,u,x,stable
0,-0.3,3.8963515573697816e-19,true
0,-0.2995473765389185,3.8963515573697816e-19,true
0,-0.29247630872705305,3.8963515573697816e-19,true
0,-0.2854052409151876,3.8963515573697816e-19,true
0,-0.27833417310332215,3.8963515573697816e-19,true
0,-0.2712631052914567,3.8963515573697816e-19,true
0,-0.26419203747959125,3.8963515573697816e-19,true
0,-0.2571209696677258,3.8963515573697816e-19,true
0,-0.25004990185586035,3.8963515573697816e-19,true
0,-0.24297883404399487,3.8963515573697816e-19,true
0,-0.2359077662321294,3.8963515573697816e-19,true
0,-0.2288366984202639,3.8963515573697816e-19,true
0,-0.22176563060839843,3.8963515573697816e-19,true
0,-0.21469456279653296,3.8963515573697816e-19,true
0,-0.20932497067689762,3.8963515573697816e-19,true
0,-0.20574524259714072,3.8963515573697816e-19,true
0,-0.20335875721063612,3.8963515573697816e-19,true
0,-0.2017677669529664,3.8963515573697816e-19,true
0,-0.20070710678118656,3.8963515573697816e-19,true
0,-0.2,3.8963515573697816e-19,true
0,-0.2,3.8963515573697816e-19,true
0,-0.19929289321881347,3.8963515573697816e-19,true
0,-0.19823223304703363,3.8963515573697816e-19,true
0,-0.1966412427893639,3.8963515573697816e-19,true
0,-0.1942547574028593,3.8963515573697816e-19,true
0,-0.1906750293231024,3.8963515573697816e-19,true
0,-0.18530543720346707,3.8963515573697816e-19,true
0,-0.1782343693916016,3.8963515573697816e-19,true
0,-0.1711633015797361,3.8963515573697816e-19,true
0,-0.16409223376787063,3.8963515573697816e-19,true
0,-0.15702116595600515,3.8963515573697816e-19,true
0,-0.14995009814413968,3.8963515573697816e-19,true
0,-0.1428790303322742,3.8963515573697816e-19,true
0,-0.13580796252040872,3.8963515573697816e-19,true
0,-0.12873689470854324,3.8963515573697816e-19,true
0,-0.12166582689667776,3.8963515573697816e-19,true
0,-0.11459475908481229,3.8963515573697816e-19,true
0,-0.10752369127294681,3.8963515573697816e-19,true
0,-0.10045262346108133,3.8963515573697816e-19,true
