branch,u,C,B,T,stable
0,0.5,0.06543244326016052,0.06593439470167453,0.023312809782014055,true
0,0.5024323026674898,0.06541495841805711,0.06592744173437563,0.02332213876332058,true
0,0.5094809987136238,0.06536299385132,0.06590731284676725,0.02334965971427707,true
0,0.5165284250312324,0.0653090042187138,0.06588723556394525,0.023377933715548947,true
0,0.5235744812160048,0.06525286649346247,0.065867246880931,0.023406993580188704,true
0,0.5306190561536114,0.06519444742114422,0.06584738868118299,0.023436874156633626,true
0,0.537662026540677,0.06513360243990797,0.06582770837659058,0.023467612496283746,true
0,0.5447032551533902,0.06507017446301036,0.06580825963996272,0.02349924803829029,true
0,0.5517425888127454,0.06500399250329039,0.06578910324499689,0.02353182281361041,true
0,0.5587798559835898,0.06493487011581459,0.06577030803141148,0.023565381670644692,true
0,0.5658148639297708,0.0648626036309499,0.0657519520161499,0.023599972525059527,true
0,0.5728473953288584,0.0647869701454404,0.06573412367543778,0.02363564663670439,true
0,0.5798772042260238,0.06470772523355861,0.06571692342710106,0.023672458916868283,true
0,0.5869040111761893,0.06462460033393695,0.0657004653481228,0.02371046826946018,true
0,0.59392749738457,0.064537299760133,0.0656848791690813,0.02374973797003556,true
0,0.6009472976056055,0.06444549727418364,0.06567031259511127,0.023790336086895715,true
0,0.6079629914956126,0.06434883215223242,0.065656934012603,0.023832335948712202,true
0,0.6149740930307788,0.06424690465972929,0.06564493565223889,0.02387581666320524,true
0,0.6219800374933726,0.06413927084064006,0.0656345372925199,0.023920863691216036,true
0,0.6289801653874318,0.06402543651087278,0.06562599060377051,0.02396756947989908,true
0,0.6359737024603727,0.0639048503311207,0.06561958425108944,0.024016034157437322,true
0,0.6429597347655494,0.06377689581977324,0.06561564989556155,0.02406636628927883,true
0,0.6499371773854542,0.06364088215427226,0.06561456925607594,0.02411868369179464,true
0,0.6569047350245172,0.06349603360306917,0.06561678241792858,0.024173114292542198,true
0,0.6638608521475724,0.0633414774357503,0.06562279759670944,0.024229797015749788,true
0,0.6708036496560645,0.06317623018654177,0.06563320258185072,0.02428888265504919,true
0,0.6777308442275877,0.0629991822111832,0.06564867808548489,0.024350534670314193,true
0,0.6846396453765813,0.06280908060602891,0.06567001319358362,0.024414929807281955,true
0,0.6915266240308048,0.06260451078936459,0.06569812303378281,0.024482258382023878,true
0,0.6983875450559611,0.06238387744624124,0.06573406859248224,0.024552723988709054,true
0,0.7052171529645174,0.06214538618106628,0.06577907830667411,0.024626542261046356,true
0,0.7120089347870103,0.06188704116270371,0.06583456231885773,0.024703936347029446,true
0,0.7187546987822114,0.0616065895813574,0.06590216254388871,0.02478513894962264,true
0,0.725444296564402,0.061301591302599004,0.06598372961697371,0.02487037462758918,true
0,0.7320650942441735,0.06096940488207186,0.0660813534827398,0.024959853427443682,true
0,0.7386015006267913,0.060607257270012996,0.06619734510915927,0.025053751297962758,true
0,0.7450345161447163,0.0602123526942035,0.06633419327906366,0.025152185064879602,true
0,0.7513414470620519,0.05978204456072913,0.0664944768031892,0.0252551803822457,true
0,0.7574959867378125,0.059314077764905236,0.06668071948570074,0.025362634672908106,true
0,0.7634689241550832,0.05880689066582512,0.06689518387668739,0.025474280666015342,true
0,0.7692297200698622,0.05825993550818483,0.0671396190330393,0.02558966043806071,true
0,0.7747490143951592,0.057673941785996184,0.06741500488360734,0.025708122496548046,true
0,0.7800017737884937,0.057051030563535304,0.06772135896164316,0.025828851893375773,true
0,0.7849703883571595,0.05639461331508246,0.06805767079118788,0.02595093379879034,true
0,0.7896468523166028,0.05570907818960046,0.06842199437145022,0.02607343781938412,true
0,0.794033411345542,0.054999344793816934,0.06881167405611557,0.026195501568217063,true
0,0.7981416212147256,0.05427040746279198,0.06922363618315891,0.02631639355109041,true
0,0.8019902890760388,0.05352696782468921,0.06965467129577314,0.026435545603628968,true
0,0.8056029838644321,0.05277320335404567,0.07010165561562755,0.026552556657630302,true
0,0.8090056963988328,0.0520126666961988,0.07056169408104154,0.026667176570760637,true
0,0.8122249750942677,0.05124828182894702,0.07103219262728368,0.02677928002732779,true
0,0.8152865824352478,0.050482397686408574,0.07151088224282101,0.026888836922685514,true
0,0.8182148719835054,0.04971687193212034,0.07199578954919295,0.02699589166628362,true
0,0.8210320921022715,0.04895314915701114,0.07248523741214553,0.02710053312087231,true
0,0.823758455185147,0.048192346287579804,0.07297778823716213,0.027202883689438566,true
0,0.8264121013169906,0.047435319420949404,0.07347221495688039,0.027303084900567813,true
0,0.8290092182861679,0.046682720709054125,0.07396746862906388,0.027401288083610947,true
0,0.8315642084442199,0.045935044195360854,0.07446265007601513,0.027497647713381944,true
0,0.8340898719360015,0.04519266214752052,0.07495698578035383,0.02759231675412197,true
0,0.8365975884072667,0.044455853575006136,0.07544980775114203,0.02768544346800455,true
0,0.8390974875251241,0.04372482649144882,0.07594053686767467,0.027777169281585256,true
0,0.8415986037953186,0.0429997352489733,0.0764286691624656,0.027867627409653633,true
0,0.84410901420305,0.042280694024172366,0.07691376453588972,0.02795694201855213,true
0,0.8466359589285977,0.04156778731194158,0.07739543745691635,0.028045227772550314,true
0,0.8491859462720933,0.0408610780951038,0.07787334927496592,0.028132589651704915,true
0,0.8517648433194713,0.040160614206801004,0.07834720183400876,0.028219122961968726,true
0,0.8543779539825372,0.039466433283555806,0.07881673213949918,0.028304913481011093,true
