branch,u,x,stable
0,-0.3,0.07680648457990559,true
0,-0.2917534928075764,0.07729455783151394,true
0,-0.26361561758457003,0.07900740352470596,true
0,-0.24384762616928038,0.08025662831934743,true
0,-0.2299593319635417,0.08115805447255223,true
0,-0.22020162985431838,0.08180352329619094,true
0,-0.21334586772263714,0.0822631707583316,true
0,-0.20865291166133396,0.08258078469696756,true
0,-0.2054404139593764,0.08279961260649236,true
0,-0.20324132338475492,0.08295007559436156,true
0,-0.20173594326552874,0.08305338839466787,true
0,-0.20070543576070113,0.08312425878845314,true
0,-0.2,0.08317284261611003,true
0,-0.2,0.08317284261611003,true
0,-0.1992945681139445,0.08322148267083558,true
0,-0.1982640801975911,0.08329263732319275,true
0,-0.19675875841624121,0.08339679668917595,true
0,-0.19455981649330123,0.0835494167822908,true
0,-0.19134767132624547,0.08377336012160758,true
0,-0.18665551927790583,0.08410263926579464,true
0,-0.1798015490430534,0.0845882779833455,true
0,-0.17004766394189624,0.08528907984572587,true
0,-0.1561673802303133,0.08630648582388724,true
0,-0.13641606356443808,0.08779651128235322,true
0,-0.10831282393649674,0.09000685905016793,true
0,-0.06833192210243427,0.09334872890386499,true
0,-0.011468901516525723,0.09854884952610328,true
0,0.058870738598881464,0.1058326410719431,true
0,0.12908820466614632,0.11424693864523239,true
0,0.199128628060565,0.12406182535902571,true
0,0.2689089161738505,0.13563153932891522,true
0,0.3382984369289839,0.14942206585733228,true
0,0.4070889342634484,0.166042302753935,true
0,0.4749477846007245,0.18626683926755733,true
0,0.5413557986526033,0.2110165507562691,true
0,0.605558125174694,0.24122799640144185,true
0,0.6666203609651562,0.27753766377418576,true
0,0.723723192889724,0.319857323407732,true
0,0.7766463625858486,0.36720444789462486,true
0,0.8260389217808498,0.41804702969187885,true
0,0.8732016030323768,0.4708137423591244,true
0,0.919654485314326,0.5241329230550416,true
0,0.9668245759898219,0.5768197034769731,true
0,1.0158912707258956,0.6277997910915141,true
0,1.0677036569471088,0.6760733710494131,true
0,1.1227242899097636,0.7207494681386846,true
0,1.1810147650788396,0.7611383936972983,true
0,1.2422962192852685,0.7968505664756806,true
0,1.3060806294454201,0.8278361619848056,true
0,1.3718190010731173,0.8543380074550616,true
0,1.4390089246397655,0.8767881523107254,true
0,1.507243182194372,0.8957004726446517,true
0,1.5762150304863825,0.9115920928034243,true
0,1.6457031075217436,0.9249391451596237,true
0,1.7155514008513277,0.936158371912084,true
0,1.7856512354903762,0.9456040506206189,true
0,1.8559272432966007,0.9535724613841101,true
0,1.9263271546901528,0.9603092597484082,true
0,1.9968146247357812,0.9660173545878923,true
0,2.067364278040464,0.9708642060165215,true
0,2.1379583118061607,0.9749881520341241,true
0,2.2085841712267515,0.9785037061722583,true
0,2.2792329561490674,0.9815059111961001,true
0,2.3498983250062504,0.9840738821877546,true
0,2.420575737235853,0.9862736770525559,true
0,2.4912619268473057,0.9881606193114921,true
0,2.5,0.9883745087284085,true
